0xF306	ki
0xF114E	r.b.h.yAM
0xF114F	r.b.h.ra
0xF1150	r.b.h.rA
0xF1157	r.b.h.raM
0xF113F	r.b.h.ra-i
0xF1161	r.mAM
0xF115E	r.maai
0xF115F	r.maau
0xF1160	r.maM
0xF859	r.m.ma
0xF85A	r.m.mA
0xF1164	r.m.mi
0xF1165	r.m.mu
0xF1166	r.m.me
0xF1167	r.m.maai
0xF1168	r.m.mo
0xF1169	r.m.maau
0xF116A	r.m.maM
0xF1171	r.m.yaM
0xF115C	r.m.ra-i
0xF1176	r.m.la
0xF1177	r.m.lA
0xF117A	r.m.sa
0xF0FCA	r.tsaau
0xF0FCB	r.tsaM
0xF0FCD	r.ts.tsa
0xF0FCE	r.ts.tsA
0xF0FCF	r.ts.tsi
0xF0FD4	r.ts.tsha
0xF0FD5	r.ts.tshA
0xF0FE0	r.ts.yaM
0xF0FED	r.dzaM
0xF83D	r.dz.dza
0xF0FEF	r.dz.dzA
0xF0FF0	r.dz.dzi
0xF0FFF	r.dz.yaM
0xF1182	r.yAM
0xF1180	r.yaai
0xF1181	r.yaau
0xF85E	r.yaM
0xF85F	r.Y.ya
0xF118C	r.Y.yaM
0xF118E	r.ra
0xF1196	r.ro
0xF0F4E	r.ra-i
0xF119E	r.laM
0xF11BF	R.shaai
0xF11C2	R.shaM
0xF11DC	R.sh.waM
0xF11C4	R.sh.ya
0xF11E6	R.Shaau
0xF11E7	R.ShaM
0xF11E9	R.Sh.Ta
0xF11EA	R.Sh.TA
0xF11EF	R.Sh.TAM
0xF11EB	R.Sh.Ti
0xF11ED	R.Sh.Te
0xF11EE	R.Sh.TaM
0xF11F9	R.Sh.yaM
0xF11FB	r.sa
0xF1208	r.s.sa
0xF1214	r.hiM
0xF1212	r.haM
0xF123C	lAM
0xF870	lAMM
0xF123A	laai
0xF86E	laau
0xF86F	laM
0xF1247	l.kaau
0xF875	l.tha
0xF1264	l.paai
0xF1266	l.paM
0xF1268	l.p.tA
0xF126A	l.p.ya
0xF126C	l.p.s.ya
0xF126D	l.pha
0xF126E	l.phu
0xF1272	l.biM
0xF1275	l.b.ha
0xF1276	l.b.hA
0xF1277	l.b.he
0xF127B	l.b.h.yaM
0xF878	l.ma
0xF127C	l.mA
0xF127D	l.mI
0xF879	l.mi
0xF1280	l.me
0xF1282	l.mo
0xF1283	l.maau
0xF128E	l.yaM
0xF1238	l.ra-i
0xF129E	l.lAM
0xF12AE	l.sa
0xF1300	shAM
0xF12FF	shaai
0xF88E	shaau
0xF88F	shaM
0xF1307	sh.ka
0xF1309	sh.ki
0xF133E	sh.na
0xF896	sh.nA
0xF133F	sh.ni
0xF1344	sh.ne
0xF1348	sh.naM
0xF134C	sh.pa
0xF134F	sh.pe
0xF1351	sh.p.ra
0xF897	sh.ma
0xF1354	sh.mA
0xF1356	sh.mI
0xF1317	sh.tsaai
0xF131A	sh.tsaM
0xF893	sh.ts.tsha
0xF131E	sh.ts.ya
0xF1322	sh.ts.yu
0xF894	sh.tsha
0xF132A	sh.tshA
0xF898	sh.ya
0xF899	sh.yA
0xF1364	sh.ye
0xF1365	sh.yaai
0xF1366	sh.yo
0xF1368	sh.yaM
0xF88D	sh.rA-i
0xF1305	sh.ra-iM
0xF138F	sh.la
0xF1390	sh.lA
0xF1391	sh.li
0xF1395	sh.le
0xF89F	sh.lo
0xF8A0	sh.laau
0xF13AE	sh.shU
0xF13B1	sh.she
0xF13D2	sh.sa
0xF13E0	ShAM
0xF13DE	Shaau
0xF5C4	Sha-i
0xF8A6	Sh.ka
0xF13E3	Sh.kA
0xF13EF	Sh.kAM
0xF13E4	Sh.ki
0xF13E6	Sh.ku
0xF13EB	Sh.ke
0xF13EC	Sh.ko
0xF13ED	Sh.kaau
0xF13EE	Sh.kaM
0xF13F1	Sh.k.ra
0xF13F2	Sh.k.rA
0xF13E8	Sh.k.ra-i
0xF13FD	Sh.kha
0xF140A	Sh.TIM
0xF1408	Sh.TAM
0xF1409	Sh.TiM
0xF140B	Sh.TuM
0xF1404	Sh.Taai
0xF1406	Sh.Taau
0xF1407	Sh.TaM
0xF1431	Sh.T.wa
0xF1432	Sh.T.wA
0xF143A	Sh.T.wAM
0xF1436	Sh.T.waai
0xF1437	Sh.T.wo
0xF140D	Sh.T.ya
0xF140E	Sh.T.yA
0xF1411	Sh.T.yu
0xF1415	Sh.T.yo
0xF1416	Sh.T.yaau
0xF1417	Sh.T.yaM
0xF1419	Sh.T.ra
0xF141A	Sh.T.rA
0xF141C	Sh.T.rI
0xF141B	Sh.T.ri
0xF141D	Sh.T.ru
0xF141F	Sh.T.re
0xF1421	Sh.T.ro
0xF1422	Sh.T.raau
0xF1423	Sh.T.raM
0xF1402	Sh.T.ra-i
0xF1445	Sh.ThAM
0xF1441	Sh.Thaai
0xF1443	Sh.Thaau
0xF1444	Sh.ThaM
0xF1446	Sh.Th.ya
0xF144A	Sh.Th.yu
0xF144D	Sh.Th.yaai
0xF1450	Sh.Th.yaM
0xF145E	Sh.DuM
0xF1469	Sh.NIM
0xF1468	Sh.NAM
0xF1464	Sh.Naai
0xF1466	Sh.Naau
0xF1467	Sh.NaM
0xF146E	Sh.N.yu
0xF1474	Sh.N.yaM
0xF1481	Sh.pAM
0xF147D	Sh.paai
0xF1480	Sh.paM
0xF1482	Sh.p.ya
0xF1483	Sh.p.ra
0xF1484	Sh.p.rA
0xF1486	Sh.p.rI
0xF1487	Sh.p.re
0xF148D	Sh.pha
0xF148F	Sh.phu
0xF1493	Sh.mA
0xF1495	Sh.mI
0xF1494	Sh.mi
0xF149A	Sh.me
0xF149C	Sh.mo
0xF149E	Sh.maM
0xF14A9	Sh.yaM
0xF8B6	Sh.la
0xF13DC	Sh.la-i
0xF14C2	Sh.Sha
0xF14C3	Sh.ShA
0xF14C4	Sh.Shi
0xF14C6	Sh.Shu
0xF14CC	Sh.ShaM
0xF14D0	Sh.Sh.ya
0xF8BF	siM
0xF8C0	suM
0xF8BA	saai
0xF8BC	saau
0xF8BD	saM
0xF14DD	s.kAM
0xF14D9	s.k.rA-i
0xF33E	s.k.ra-i
0xF8C4	s.kha
0xF1509	s.tAM
0xF437	s.tA-i
0xF1506	s.taai
0xF1507	s.taau
0xF1508	s.taM
0xF1526	s.t.wAM
0xF8D5	s.t.waM
0xF1519	s.t.yAM
0xF1518	s.t.yaM
0xF1505	s.t.rA-i
0xF8D2	s.t.riM
0xF8CE	s.t.raai
0xF8D0	s.t.raM
0xF1504	s.t.ra-i
0xF152C	s.thaai
0xF152E	s.thaau
0xF152F	s.thaM
0xF1533	s.th.ni
0xF1535	s.th.ya
0xF1536	s.th.yA
0xF1543	s.naai
0xF1545	s.naM
0xF4B0	s.p.ra-i
0xF8DC	s.b.ha
0xF1568	s.b.hU
0xF1571	s.miM
0xF1572	s.muM
0xF156D	s.maai
0xF156F	s.maM
0xF535	s.m.ra-i
0xF8C6	s.dza
0xF14FD	s.dzo
0xF159D	s.waai
0xF159F	s.waM
0xF1587	s.yAM
0xF158D	s.raM
0xF5D6	s.la-i
0xF15A1	s.sA
0xF15A3	s.sI
0xF15A2	s.si
0xF15A4	s.su
0xF15A8	s.se
0xF15AB	s.saau
0xF15AC	s.saM
0xF15B9	s.s.ya
0xF8ED	huM
0xF15BF	haai
0xF15C0	haau
0xF5E2	ha-i
0xF15D4	h.NaM
0xF15E0	h.mi
0xF15E2	h.mu
0xF15E4	h.me
0xF15E8	h.maM
0xF15F2	h.yaM
0xF8E9	h.rA-i
0xF8FC	h.la
0xF15FE	h.lA
0xF15FF	h.li
0xF15BE	h.la-i
0xF1617	h.sa
0xF609	aUM
0xF60A	aUMM
0xF605	aAM
0xF608	auM
0xF60F	aauM
0xF11C1	R.shaau
0xF11E8	R.ShAM
0xF11F3	R.Sh.NA
0xF11F4	R.Sh.Ni
0xF11F6	R.Sh.ma
0xF11FC	r.sA
0xF11FE	r.sI
0xF806	b.h.wa
0xF302	au
0xF561	dz.hA-i
0xF70E	taMM
0xF61B	mark.ka
0xF65C	mark.kha
0xF59B	achung.nga
0xF59E	achung.wa
0xF5A1	achung.we
0xF5A2	achung.wo
0xF59C	achung.x.nga
0xF5A0	achung.x.wA-i
0xF59F	achung.x.wi
0xF590	achung.xa
0xF592	achung.xi
0xF595	achung.xu
0xF59D	achung.y.wa
0xF0CED	gru.can.rgyings.pA
0xF0CEF	gru.can.rgyings.pI
0xF0CF1	gru.can.rgyings.pU
0xF0CF2	gru.can.rgyings.paM
0xF0D8F	gru.can.rgyings.phA
0xF0CEE	gru.can.rgyings.pi
0xF0CF0	gru.can.rgyings.pu
0xF7D3	mark.pha
0xF0010	A.tha-ii
0xF0000	AMM
0xF06CC	D.halanta
0xF06FC	D.D.h.rA
0xF06FD	D.D.h.we
0xF06FB	D.D.h.yAM
0xF06F8	D.D.ho
0xF06F6	D.D.hu
0xF06F4	D.D.wa
0xF06F2	D.DAM
0xF06EB	D.DI
0xF06ED	D.DU
0xF06EE	D.Da-i
0xF06F1	D.DaM
0xF06F0	D.Daau
0xF06EF	D.Do
0xF06F3	D.DoM
0xF06EC	D.Du
0xF0700	D.NI
0xF0718	D.YA
0xF0722	D.YAM
0xF071C	D.YU
0xF6F2	D.Ya
0xF071E	D.Yaai
0xF0720	D.Yaau
0xF071D	D.Ye
0xF071F	D.Yo
0xF071B	D.Yu
0xF0710	D.b.h.yo
0xF070E	D.b.haM
0xF070D	D.b.hu
0xF0704	D.d.hA
0xF0702	D.dU
0xF0701	D.da
0xF06E6	D.dzA
0xF06E5	D.dza
0xF06E8	D.dza.hA
0xF06E7	D.dz.ha
0xF06E4	D.g.hA
0xF06E3	D.g.ha
0xF06DC	D.g.rA-i
0xF6EE	D.g.ra
0xF06DB	D.g.ra-i
0xF06E2	D.gAM
0xF06DA	D.gU
0xF06E1	D.gaM
0xF06E0	D.gaau
0xF06D9	D.gu
0xF0767	D.h.WU
0xF0740	D.h.rA-i
0xF075C	D.h.rU
0xF073F	D.h.ra-i
0xF075E	D.h.ro
0xF075B	D.h.ru
0xF076C	D.h.wAM
0xF0765	D.h.wI
0xF076A	D.h.waau
0xF0769	D.h.wo
0xF0766	D.h.wu
0xF0757	D.h.yAM
0xF0750	D.h.yI
0xF0752	D.h.yU
0xF0755	D.h.yaau
0xF074F	D.h.yi
0xF0746	D.hIM
0xF073D	D.ha.halanta
0xF6EA	D.la-i
0xF0730	D.li
0xF0715	D.mU
0xF0716	D.me
0xF0717	D.mo
0xF0714	D.mu
0xF0706	D.ni
0xF0707	D.nu
0xF0728	D.rU
0xF072D	D.raM
0xF072A	D.raai
0xF072C	D.raau
0xF0729	D.re
0xF072B	D.ro
0xF0727	D.ru
0xF073C	D.wUM
0xF0739	D.waM
0xF073B	D.wiM
0xF06D5	DauM
0xF607	IM
0xF076D	N.halanta
0xF07AC	N.D.YA
0xF07AB	N.D.Ya
0xF07AD	N.D.Ye
0xF07AE	N.D.hA
0xF07B8	N.D.hAM
0xF07B0	N.D.hI
0xF07B4	N.D.haai
0xF07B6	N.D.haau
0xF07B3	N.D.he
0xF07B5	N.D.ho
0xF07B1	N.D.hu
0xF07C2	N.N.Ya
0xF07BD	N.N.ra-i
0xF07C1	N.NAM
0xF07BC	N.NU
0xF0810	N.Sho
0xF080F	N.Shu
0xF0792	N.T.YA
0xF0791	N.T.Ya
0xF0793	N.T.Ye
0xF0794	N.T.she
0xF0790	N.T.tshe
0xF078F	N.TAM
0xF078B	N.TU
0xF078D	N.Taau
0xF07A1	N.Th.rA
0xF07A0	N.Th.ra
0xF07A2	N.Th.ri
0xF07A3	N.Th.ru
0xF079D	N.Th.yA
0xF079E	N.Th.yi
0xF079F	N.Th.yu
0xF078C	N.To
0xF07DD	N.b.h.ya
0xF07DE	N.b.h.yo
0xF07DA	N.b.hA
0xF07DC	N.b.hU
0xF07D9	N.b.ha
0xF07DB	N.b.hi
0xF07D8	N.bA
0xF0787	N.dz.hA
0xF0786	N.dz.ha
0xF0785	N.dzA
0xF077F	N.g.hA
0xF077E	N.g.ha
0xF077D	N.gA
0xF077C	N.ga
0xF0777	N.kA
0xF0776	N.ka
0xF077B	N.khA
0xF077A	N.kha
0xF0779	N.ko
0xF0778	N.ku
0xF07FD	N.li
0xF07FE	N.lu
0xF07E6	N.m.rA-i
0xF07E5	N.m.ra-i
0xF07E0	N.mA
0xF07E2	N.mI
0xF07E4	N.mU
0xF07E8	N.maai
0xF07EA	N.maau
0xF07E7	N.me
0xF07E1	N.mi
0xF07E9	N.mo
0xF07E3	N.mu
0xF07D3	N.pA
0xF07D2	N.pa
0xF07D6	N.phA
0xF07D5	N.pha
0xF076E	N.rA-i
0xF07F5	N.rU
0xF07FA	N.raM
0xF07F7	N.raai
0xF07F9	N.raau
0xF07F6	N.re
0xF07F8	N.ro
0xF07F4	N.ru
0xF0811	N.sa
0xF0808	N.shA
0xF0807	N.sha
0xF080B	N.she
0xF0809	N.shi
0xF080C	N.sho
0xF080A	N.shu
0xF0813	N.su
0xF07C4	N.tA
0xF0781	N.tsA
0xF0780	N.tsa
0xF0783	N.tshA
0xF0782	N.tsha
0xF704	N.yA
0xF703	N.ya
0xF706	N.yaM
0xF60D	OM
0xF60E	OMM
0xF000E	glyph1030
0xF11F5	R.Sh.NI
0xF11F2	R.Sh.Na
0xF11F0	R.Sh.T.ya
0xF11F1	R.Sh.T.ye
0xF11EC	R.Sh.Tu
0xF11DD	R.Sha.halanta
0xF11E4	R.Shaai
0xF11C5	R.sh.Ya
0xF11D1	R.sh.lA
0xF11D3	R.sh.lI
0xF11D0	R.sh.la
0xF11D4	R.sh.le
0xF11D2	R.sh.li
0xF11D5	R.sh.lo
0xF11BD	R.sh.rA-i
0xF11CD	R.sh.raai
0xF11CF	R.sh.raau
0xF11DA	R.sh.waai
0xF11C7	R.sh.ye
0xF11C6	R.sh.yi
0xF11C3	R.shAM
0xF1460	Sh.D.ra
0xF145F	Sh.D.ya
0xF145D	Sh.DAM
0xF145C	Sh.DaM
0xF1459	Sh.Daai
0xF145B	Sh.Daau
0xF1462	Sh.N.ra-i
0xF146B	Sh.N.yA
0xF1475	Sh.N.yAM
0xF146D	Sh.N.yI
0xF146F	Sh.N.yU
0xF146A	Sh.N.ya
0xF1471	Sh.N.yaai
0xF1473	Sh.N.yaau
0xF1470	Sh.N.ye
0xF146C	Sh.N.yi
0xF1472	Sh.N.yo
0xF14D1	Sh.Sh.ra
0xF14CD	Sh.ShAM
0xF14C5	Sh.ShI
0xF14C7	Sh.ShU
0xF14C9	Sh.Shaai
0xF14CB	Sh.Shaau
0xF14C8	Sh.She
0xF14CE	Sh.ShiM
0xF14CA	Sh.Sho
0xF14CF	Sh.ShuM
0xF140C	Sh.T.ka
0xF1426	Sh.T.r.yA
0xF1430	Sh.T.r.yAM
0xF1428	Sh.T.r.yI
0xF142A	Sh.T.r.yU
0xF1425	Sh.T.r.ya
0xF142F	Sh.T.r.yaM
0xF142C	Sh.T.r.yaai
0xF142E	Sh.T.r.yaau
0xF142B	Sh.T.r.ye
0xF1427	Sh.T.r.yi
0xF142D	Sh.T.r.yo
0xF1429	Sh.T.r.yu
0xF1424	Sh.T.rAM
0xF141E	Sh.T.rU
0xF1420	Sh.T.raai
0xF1434	Sh.T.wI
0xF1439	Sh.T.waM
0xF1438	Sh.T.waau
0xF1435	Sh.T.we
0xF1433	Sh.T.wi
0xF143B	Sh.T.wiM
0xF1418	Sh.T.yAM
0xF1410	Sh.T.yI
0xF1412	Sh.T.yU
0xF1414	Sh.T.yaai
0xF1413	Sh.T.ye
0xF140F	Sh.T.yi
0xF13FE	Sh.Ta.halanta
0xF1447	Sh.Th.yA
0xF1451	Sh.Th.yAM
0xF1449	Sh.Th.yI
0xF144B	Sh.Th.yU
0xF144F	Sh.Th.yaau
0xF144C	Sh.Th.ye
0xF1448	Sh.Th.yi
0xF144E	Sh.Th.yo
0xF143C	Sh.Tha.halanta
0xF13EA	Sh.k.la-i
0xF13E9	Sh.k.rA-i
0xF13FC	Sh.k.rAM
0xF13F4	Sh.k.rI
0xF13F6	Sh.k.rU
0xF13FB	Sh.k.raM
0xF13F8	Sh.k.raai
0xF13FA	Sh.k.raau
0xF13F7	Sh.k.re
0xF13F3	Sh.k.ri
0xF13F9	Sh.k.ro
0xF13F5	Sh.k.ru
0xF13E5	Sh.kI
0xF13E7	Sh.kU
0xF8A7	Sh.kaai
0xF13F0	Sh.kiM
0xF14B7	Sh.laM
0xF1499	Sh.m.la-i
0xF1498	Sh.m.ra-i
0xF149F	Sh.mAM
0xF1497	Sh.mU
0xF1491	Sh.ma.halanta
0xF149B	Sh.maai
0xF149D	Sh.maau
0xF1496	Sh.mu
0xF147C	Sh.p.rA-i
0xF148C	Sh.p.rAM
0xF147B	Sh.p.ra-i
0xF148B	Sh.p.raM
0xF1488	Sh.p.raai
0xF148A	Sh.p.raau
0xF1485	Sh.p.ri
0xF1489	Sh.p.ro
0xF147F	Sh.paau
0xF148E	Sh.phA
0xF1490	Sh.pho
0xF13DB	Sh.rA-i
0xF13DA	Sh.ra-i
0xF14B6	Sh.raM
0xF14B3	Sh.raai
0xF14B5	Sh.raau
0xF14C1	Sh.wAM
0xF14C0	Sh.waM
0xF14BD	Sh.waai
0xF14BF	Sh.waau
0xF14AA	Sh.yAM
0xF14A7	Sh.yaai
0xF14A8	Sh.yaau
0xF14AB	Sh.yiM
0xF13D7	Sha.halanta
0xF13DD	Shaai
0xF13E1	ShiM
0xF13E2	ShuM
0xF0691	T.Sh.ra
0xF0690	T.ShA
0xF068F	T.Sha
0xF0654	T.Taau
0xF065F	T.ThaM
0xF065C	T.Thaai
0xF065E	T.Thaau
0xF6E3	T.Ya
0xF6E4	T.Yaai
0xF063A	T.k.ShA
0xF063C	T.k.ShI
0xF0639	T.k.Sha
0xF0642	T.k.ShaM
0xF063F	T.k.Shaai
0xF0641	T.k.Shaau
0xF063E	T.k.She
0xF063B	T.k.Shi
0xF0640	T.k.Sho
0xF063D	T.k.Shu
0xF0630	T.k.lA
0xF0632	T.k.lI
0xF062F	T.k.la
0xF0614	T.k.la-i
0xF0634	T.k.laai
0xF0633	T.k.le
0xF0631	T.k.li
0xF0635	T.k.lo
0xF061E	T.k.nU
0xF061C	T.k.na
0xF061F	T.k.no
0xF061D	T.k.nu
0xF0625	T.k.rA
0xF0613	T.k.rA-i
0xF0627	T.k.rI
0xF0629	T.k.rU
0xF0624	T.k.ra
0xF0612	T.k.ra-i
0xF062D	T.k.raM
0xF062C	T.k.raau
0xF062A	T.k.re
0xF0626	T.k.ri
0xF062B	T.k.ro
0xF0628	T.k.ru
0xF062E	T.k.ruM
0xF061B	T.k.ta
0xF0637	T.k.wA
0xF0636	T.k.wa
0xF0638	T.k.wi
0xF0621	T.k.yA
0xF0620	T.k.ya
0xF0623	T.k.yaai
0xF0622	T.k.ye
0xF060D	T.kA
0xF0619	T.kAM
0xF0611	T.kU
0xF6E0	T.kaM
0xF0616	T.kaai
0xF0618	T.kaau
0xF0615	T.ke
0xF0644	T.khA
0xF0643	T.kha
0xF0647	T.khe
0xF0645	T.khi
0xF0648	T.kho
0xF0646	T.khu
0xF061A	T.kiM
0xF0617	T.ko
0xF0610	T.ku
0xF0673	T.m.ya
0xF0672	T.mu
0xF0667	T.pI
0xF0669	T.pU
0xF066A	T.pe
0xF066F	T.phe
0xF066D	T.phi
0xF0670	T.pho
0xF066E	T.phu
0xF0666	T.pi
0xF066B	T.po
0xF0668	T.pu
0xF0682	T.raai
0xF0684	T.raau
0xF06A0	T.s.ka
0xF06A1	T.s.kha
0xF06A3	T.s.ma
0xF06A5	T.s.ra
0xF0698	T.s.ra-i
0xF06A2	T.s.ta
0xF06A7	T.s.wA
0xF06A6	T.s.wa
0xF06A4	T.s.ya
0xF0695	T.sI
0xF0697	T.sU
0xF069A	T.saai
0xF069C	T.saau
0xF0699	T.se
0xF068E	T.shA
0xF068D	T.sha
0xF069F	T.siM
0xF069B	T.so
0xF0663	T.thA
0xF064B	T.tsha
0xF064C	T.tshe
0xF064A	T.tsu
0xF068C	T.waai
0xF0677	T.yU
0xF06BD	Th.rI
0xF06BF	Th.rU
0xF06AB	Th.rA-i
0xF06C4	Th.raM
0xF06C1	Th.raai
0xF06C3	Th.raau
0xF06C0	Th.re
0xF06BC	Th.ri
0xF06C2	Th.ro
0xF06BE	Th.ru
0xF06CB	Th.waM
0xF06B4	Th.yI
0xF06B6	Th.yU
0xF06B9	Th.yaau
0xF06B3	Th.yi
0xF06B8	Th.yo
0xF06B5	Th.yu
0xF06A8	Tha.halanta
0xF06AD	Thau
0xF000C	aiM
0xF000D	aaiMM
0xF000F	auMM
0xF611	a.yaau
0xF610	a.yo
0xF604	aMM
0xF0DD0	b.D.ha
0xF0DCD	b.Da
0xF0DCE	b.Di
0xF0DCF	b.Du
0xF0DD1	b.Na
0xF0DD2	b.Nu
0xF0E22	b.b.h.ra
0xF0E23	b.b.h.ro
0xF0E20	b.b.h.yA
0xF0E1E	b.b.hU
0xF0E10	b.bA
0xF0E19	b.bAM
0xF0E11	b.bI
0xF0E13	b.bU
0xF0E0E	b.ba.halanta
0xF0E18	b.baM
0xF0E15	b.baai
0xF0E17	b.baau
0xF0E14	b.be
0xF7E5	b.bi
0xF0E16	b.bo
0xF0E12	b.bu
0xF0DE9	b.d.h.rA-i
0xF0DF2	b.d.h.ra
0xF0DE8	b.d.h.ra-i
0xF0DF4	b.d.h.wA
0xF0DFE	b.d.h.wAM
0xF0DF6	b.d.h.wI
0xF0DF8	b.d.h.wU
0xF0DF3	b.d.h.wa
0xF0DFD	b.d.h.waM
0xF0DFA	b.d.h.waai
0xF0DFC	b.d.h.waau
0xF0DF9	b.d.h.we
0xF0DF5	b.d.h.wi
0xF0DFB	b.d.h.wo
0xF0DF7	b.d.h.wu
0xF0DF1	b.d.h.ya
0xF0DEF	b.d.hAM
0xF0DE7	b.d.hU
0xF0DEB	b.d.haai
0xF0DF0	b.d.hiM
0xF0DE6	b.d.hu
0xF0DDC	b.d.rA-i
0xF0DDB	b.d.ra-i
0xF0DE2	b.dAM
0xF0DE0	b.daau
0xF0DBE	b.dz.nyA
0xF0DBD	b.dz.nya
0xF0DC0	b.dz.nye
0xF0DBF	b.dz.nyi
0xF0DC9	b.dz.rA
0xF0DB6	b.dz.rA-i
0xF0DC8	b.dz.ra
0xF0DB5	b.dz.ra-i
0xF0DCA	b.dz.ri
0xF0DCC	b.dz.wA
0xF0DCB	b.dz.wa
0xF0DC2	b.dz.yA
0xF0DC1	b.dz.ya
0xF0DC7	b.dz.yaM
0xF0DC4	b.dz.yaai
0xF0DC6	b.dz.yaau
0xF0DC3	b.dz.ye
0xF0DC5	b.dz.yo
0xF0DBC	b.dzAM
0xF0DB3	b.dzI
0xF0DBA	b.dzaau
0xF0DB4	b.dzu
0xF0DB0	b.g.ha
0xF0E5E	b.h.b.ha
0xF0E5F	b.h.b.haM
0xF0E6E	b.h.lA
0xF804	b.h.la
0xF0E70	b.h.le
0xF0E6F	b.h.li
0xF0E60	b.h.ma
0xF0E5D	b.h.n.ya
0xF0E52	b.h.nA
0xF0E5C	b.h.nAM
0xF0E54	b.h.nI
0xF0E56	b.h.nU
0xF0E5B	b.h.naM
0xF0E58	b.h.naai
0xF0E5A	b.h.naau
0xF0E57	b.h.ne
0xF0E53	b.h.ni
0xF0E59	b.h.no
0xF0E55	b.h.nu
0xF7FF	b.h.rAM
0xF0E6D	b.h.rIM
0xF7EF	b.h.ra-i
0xF0E69	b.h.raai
0xF0E6B	b.h.raau
0xF0E6C	b.h.riM
0xF805	b.h.wA
0xF0E78	b.h.wAM
0xF0E72	b.h.wI
0xF0E77	b.h.waM
0xF0E74	b.h.waai
0xF0E76	b.h.waau
0xF0E73	b.h.we
0xF0E71	b.h.wi
0xF0E75	b.h.wo
0xF7F6	b.h.yaai
0xF0E65	b.h.yaau
0xF0E4E	b.hIM
0xF0E4A	b.ha.halanta
0xF0E4D	b.hiM
0xF7DF	b.ka
0xF4E1	b.lA-i
0xF0E3E	b.lAM
0xF0E3D	b.laM
0xF0E30	b.mAM
0xF0E2F	b.maM
0xF0E2C	b.maai
0xF0E2E	b.maau
0xF0E05	b.n.ra-i
0xF0E0B	b.nAM
0xF0E02	b.nI
0xF0E04	b.nU
0xF0E0A	b.naM
0xF0E07	b.naai
0xF0E09	b.naau
0xF7E0	b.nga
0xF0E01	b.ni
0xF0E03	b.nu
0xF0E0D	b.phA
0xF0E0C	b.pha
0xF0DA7	b.rA-i
0xF0E39	b.rAM
0xF7EB	b.rUM
0xF0DAE	b.ra-iM
0xF0E38	b.raM
0xF0E36	b.raai
0xF0E37	b.raau
0xF0E3A	b.ruM
0xF0DD4	b.thA
0xF0DD5	b.thi
0xF0E49	b.waM
0xF0E46	b.waai
0xF0E48	b.waau
0xF4D5	b.yA-i
0xF0E32	b.yaai
0xF4CF	bA-i
0xF0DA9	bAM
0xF0DAB	bIM
0xF0DAD	bUM
0xF0DA6	ba.halanta
0xF3C6	c.g.yo
0xF3C4	c.gi
0xF3C5	c.ngo
0xF3B8	cA-i
0xF3BD	cM
0xF3D3	ch.gA-i
0xF3D2	ch.gi
0xF3D4	ch.sA-i
0xF3D5	ch.so
0xF3CC	chA-i
0xF3D1	chaM
0xF09ED	d.D.hA
0xF09EC	d.D.ha
0xF09EB	d.DA
0xF0ADE	d.R.yaai
0xF0AE0	d.R.yaau
0xF0AD2	d.Y.sa
0xF0AD1	d.Y.wa
0xF0AD0	d.Y.yA
0xF76B	d.Yo
0xF0AA2	d.b.h.rAM
0xF0A9A	d.b.h.rI
0xF0A97	d.b.h.ra
0xF0AA1	d.b.h.raM
0xF0A9E	d.b.h.raai
0xF0AA0	d.b.h.raau
0xF0A9D	d.b.h.re
0xF0A99	d.b.h.ri
0xF0A9F	d.b.h.ro
0xF0A90	d.b.h.yU
0xF0A92	d.b.h.yaai
0xF0A94	d.b.h.yaau
0xF0A91	d.b.h.ye
0xF0A8B	d.b.haM
0xF0A88	d.b.haai
0xF0A8A	d.b.haau
0xF0A7C	d.b.lA
0xF0A7E	d.b.lI
0xF0A7B	d.b.la
0xF0A82	d.b.laau
0xF0A80	d.b.le
0xF0A7D	d.b.li
0xF0A81	d.b.lo
0xF0A7F	d.b.lu
0xF0A66	d.b.mi
0xF0A64	d.b.phA
0xF0A5C	d.b.rA-i
0xF0A75	d.b.rU
0xF0A7A	d.b.raM
0xF0A77	d.b.raai
0xF0A79	d.b.raau
0xF0A76	d.b.re
0xF0A72	d.b.ri
0xF0A78	d.b.ro
0xF0A74	d.b.ru
0xF0A63	d.b.thI
0xF0A6B	d.b.yU
0xF0A6F	d.b.yaM
0xF0A6E	d.b.yaau
0xF0A6A	d.b.yu
0xF0A5A	d.bU
0xF0A5E	d.baai
0xF0A60	d.baau
0xF0A28	d.d.h.mA
0xF0A27	d.d.h.ma
0xF0A29	d.d.h.maM
0xF0A1F	d.d.h.rA-i
0xF0A39	d.d.h.rAM
0xF0A35	d.d.h.rI
0xF0A38	d.d.h.raM
0xF0A37	d.d.h.raau
0xF0A34	d.d.h.ri
0xF0A36	d.d.h.ru
0xF0A3B	d.d.h.wA
0xF0A3C	d.d.h.waai
0xF0A3E	d.d.h.waau
0xF0A3D	d.d.h.wo
0xF0A2E	d.d.h.yaai
0xF0A33	d.d.h.yiM
0xF0A26	d.d.hoM
0xF0A25	d.d.huM
0xF0A0E	d.d.r.wa
0xF0A0D	d.d.rAM
0xF0A0C	d.d.raM
0xF0A0B	d.d.raau
0xF0A1A	d.d.w.yA
0xF0A19	d.d.w.ya
0xF0A1C	d.d.w.ye
0xF0A1B	d.d.w.yu
0xF0A18	d.d.wAM
0xF0A17	d.d.waM
0xF0A14	d.d.waai
